# Magnus solar model BS05-OP
#
# Reference:  J. N. Bahcall, A. M. Serenelli and S. Basu, "New solar opacities, abundances, helioseismology, and neutrino fluxes", ApJ 621, L85 (2005), doi:10.1086/428929, astro-ph/0412440
# Source:     https://www.sns.ias.edu/~jnb/SNdata/Export/BS2005/bs05op.dat
# Original:   bs05op.dat
# Retrieved:  2026-09-23
# SHA-256:    61c1600f4a221d8ed4b553349a3cd8b46fc0d893141d39baa8c63f9570237a2a (of bs05op.dat)
# Terms:      "The files accessible here are available for general use. I would appreciate a note at your convenience telling me how you are using them." (J. N. Bahcall, https://www.sns.ias.edu/~jnb/SNdata/sndata.html)
# Modified:   columns extracted only -- radius [R_sun], rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#   Standard Solar Model (BS2005-OP)
#
#   astro-ph/0412440
#
#   Columns in the Standard Model table (below) represent:
#
#   1)  Mass fraction in units of the solar mass
#   2)  Radius of the zone in units of one solar radius
#   3)  Temperature in units of deg (K)
#   4)  Density in units of g/cm^3
#   5)  Pressure in units of dyn/cm^2
#   6)  Luminosity fraction in units of the solar luminosity
#   7)  X(^1H): the hydrogen mass fraction
#   8)  X(^4He): the helium 4 mass fraction
#   9)  X(^3He): the helium 3 mass fraction
#   10) X(^12C): the carbon 12 mass fraction
#   11) X(^14N): the nitrogen 14 mass fraction
#   12) X(^16O): the oxygen 16 mass fraction
#
#   The Table begins here.
#
#
#     M/Msun    R/Rsun      T         Rho        P        L/Lsun      X      Y(He4)    He3      C12       N14       O16
#
# r_over_r_sun  rho_g_per_cm3  x_hydrogen
0.02170  1.476e+02  0.35974
0.02186  1.476e+02  0.35994
0.02197  1.475e+02  0.36007
0.02213  1.474e+02  0.36027
0.02229  1.474e+02  0.36048
0.02256  1.472e+02  0.36083
0.02273  1.471e+02  0.36104
0.02300  1.470e+02  0.36140
0.02317  1.469e+02  0.36161
0.02344  1.468e+02  0.36197
0.02361  1.467e+02  0.36220
0.02388  1.466e+02  0.36257
0.02405  1.465e+02  0.36280
0.02433  1.463e+02  0.36319
0.02450  1.462e+02  0.36342
0.02479  1.461e+02  0.36382
0.02496  1.460e+02  0.36406
0.02525  1.458e+02  0.36447
0.02542  1.458e+02  0.36472
0.02571  1.456e+02  0.36514
0.02589  1.455e+02  0.36540
0.02618  1.453e+02  0.36582
0.02637  1.452e+02  0.36609
0.02666  1.451e+02  0.36653
0.02685  1.450e+02  0.36681
0.02715  1.448e+02  0.36726
0.02733  1.447e+02  0.36754
0.02764  1.445e+02  0.36801
0.02795  1.443e+02  0.36849
0.02820  1.442e+02  0.36888
0.02851  1.440e+02  0.36938
0.02883  1.438e+02  0.36988
0.02920  1.436e+02  0.37048
0.02940  1.435e+02  0.37079
0.02971  1.433e+02  0.37131
0.03002  1.431e+02  0.37182
0.03022  1.430e+02  0.37214
0.03049  1.428e+02  0.37260
0.03069  1.427e+02  0.37293
0.03104  1.425e+02  0.37351
0.03131  1.423e+02  0.37398
0.03159  1.421e+02  0.37446
0.03201  1.419e+02  0.37518
0.03236  1.416e+02  0.37580
0.03258  1.415e+02  0.37618
0.03293  1.413e+02  0.37681
0.03315  1.411e+02  0.37720
0.03351  1.409e+02  0.37785
0.03389  1.406e+02  0.37852
0.03418  1.404e+02  0.37905
0.03470  1.401e+02  0.38001
0.03493  1.399e+02  0.38044
0.03531  1.397e+02  0.38114
0.03576  1.394e+02  0.38201
0.03623  1.390e+02  0.38288
0.03653  1.388e+02  0.38347
0.03685  1.386e+02  0.38408
0.03716  1.384e+02  0.38468
0.03748  1.382e+02  0.38531
0.03812  1.377e+02  0.38657
0.03877  1.372e+02  0.38787
0.03909  1.370e+02  0.38852
0.03976  1.365e+02  0.38988
0.04010  1.363e+02  0.39057
0.04069  1.358e+02  0.39180
0.04112  1.355e+02  0.39269
0.04173  1.351e+02  0.39398
0.04199  1.349e+02  0.39454
0.04252  1.345e+02  0.39567
0.04324  1.339e+02  0.39722
0.04397  1.333e+02  0.39880
0.04425  1.331e+02  0.39941
0.04499  1.326e+02  0.40105
0.04546  1.322e+02  0.40209
0.04622  1.316e+02  0.40380
0.04652  1.314e+02  0.40447
0.04730  1.307e+02  0.40625
0.04779  1.303e+02  0.40738
0.04860  1.297e+02  0.40925
0.04953  1.289e+02  0.41142
0.05027  1.284e+02  0.41315
0.05113  1.276e+02  0.41519
0.05146  1.274e+02  0.41599
0.05235  1.266e+02  0.41811
0.05325  1.259e+02  0.42030
0.05417  1.251e+02  0.42254
0.05475  1.247e+02  0.42396
0.05532  1.242e+02  0.42538
0.05609  1.235e+02  0.42727
0.05700  1.228e+02  0.42956
0.05764  1.222e+02  0.43116
0.05803  1.219e+02  0.43215
0.05889  1.212e+02  0.43432
0.05978  1.204e+02  0.43657
0.06061  1.197e+02  0.43869
0.06119  1.192e+02  0.44017
0.06214  1.184e+02  0.44262
0.06277  1.179e+02  0.44424
0.06341  1.174e+02  0.44591
0.06412  1.168e+02  0.44776
0.06478  1.162e+02  0.44946
0.06551  1.156e+02  0.45138
0.06597  1.152e+02  0.45257
0.06658  1.147e+02  0.45417
0.06706  1.143e+02  0.45544
0.06778  1.136e+02  0.45733
0.06864  1.129e+02  0.45958
0.06906  1.126e+02  0.46069
0.06971  1.120e+02  0.46241
0.07053  1.113e+02  0.46459
0.07145  1.105e+02  0.46703
0.07229  1.098e+02  0.46925
0.07278  1.094e+02  0.47056
0.07342  1.089e+02  0.47225
0.07416  1.083e+02  0.47421
0.07466  1.078e+02  0.47553
0.07514  1.074e+02  0.47681
0.07583  1.069e+02  0.47863
0.07665  1.062e+02  0.48082
0.07716  1.058e+02  0.48217
0.07776  1.052e+02  0.48376
0.07865  1.045e+02  0.48612
0.07953  1.038e+02  0.48845
0.08011  1.033e+02  0.48998
0.08068  1.028e+02  0.49150
0.08106  1.025e+02  0.49251
0.08163  1.020e+02  0.49402
0.08211  1.017e+02  0.49526
0.08258  1.013e+02  0.49651
0.08333  1.007e+02  0.49849
0.08389  1.002e+02  0.49996
0.08464  9.960e+01  0.50192
0.08520  9.915e+01  0.50338
0.08557  9.885e+01  0.50435
0.08641  9.818e+01  0.50654
0.08705  9.766e+01  0.50822
0.08789  9.699e+01  0.51039
0.08863  9.641e+01  0.51230
0.08904  9.607e+01  0.51338
0.08964  9.560e+01  0.51492
0.09038  9.502e+01  0.51681
0.09106  9.448e+01  0.51856
0.09157  9.409e+01  0.51985
0.09239  9.345e+01  0.52195
0.09285  9.309e+01  0.52311
0.09349  9.259e+01  0.52474
0.09395  9.224e+01  0.52590
0.09450  9.182e+01  0.52729
0.09524  9.125e+01  0.52914
0.09561  9.097e+01  0.53006
0.09635  9.041e+01  0.53191
0.09718  8.978e+01  0.53396
